,index,doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct,syllables,syllables_count
970,7,69,día,7,día,,NOUN,obl,NOUN,True,True,False,False,['día'],1.0
971,8,69,siguiente,8,siguiente,,ADJ,amod,ADJ,True,True,False,False,"['si', 'guien', 'te']",3.0
973,10,69,que,10,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
974,11,69,estaba,11,estar,,AUX,cop,AUX,True,True,False,False,"['es', 'ta', 'ba']",3.0
975,12,69,perfecto,12,perfecto,,ADJ,acl,ADJ,False,True,False,False,"['per', 'fec', 'to']",3.0
977,0,70,Le,0,él,,PRON,iobj,PRON,True,True,False,False,['le'],1.0
978,1,70,dije,1,decir,,VERB,ROOT,VERB,False,True,False,False,"['di', 'je']",2.0
979,2,70,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
980,3,70,no,3,no,,ADV,obj,ADV,True,True,False,False,['no'],1.0
982,5,70,que,5,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
983,6,70,lamentablemente,6,lamentablemente,,ADV,advmod,ADV,False,True,False,False,"['la', 'men', 'ta', 'ble', 'men', 'te']",6.0
984,7,70,sólo,7,sólo,,ADV,advmod,ADV,True,True,False,False,"['só', 'lo']",2.0
985,8,70,hablaba,8,hablar,,VERB,advcl,VERB,False,True,False,False,"['ha', 'bla', 'ba']",3.0
986,9,70,castellano,9,castellano,,NOUN,obj,NOUN,False,True,False,False,"['cas', 'te', 'llano']",3.0
988,0,71,Empieza,0,empezar,,VERB,ROOT,VERB,False,True,False,False,"['em', 'pie', 'za']",3.0
989,1,71,el,1,el,,DET,det,DET,True,True,False,False,['el'],1.0
990,2,71,segundo,2,segundo,,ADJ,amod,ADJ,True,True,False,False,"['se', 'gun', 'do']",3.0
991,3,71,tiempo,3,tiempo,,NOUN,nsubj,NOUN,True,True,False,False,"['tiem', 'po']",2.0
992,4,71,y,4,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
993,5,71,el,5,el,,DET,det,DET,True,True,False,False,['el'],1.0
994,6,71,Loco,6,Loco,LOC,PROPN,nsubj,PROPN,False,True,False,False,"['lo', 'co']",2.0
995,7,71,estaba,7,estar,,AUX,cop,AUX,True,True,False,False,"['es', 'ta', 'ba']",3.0
996,8,71,desatado,8,desatado,,ADJ,conj,ADJ,False,True,False,False,"['des', 'ata', 'do']",3.0
998,0,72,Me,0,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
999,1,72,doy,1,dar,,VERB,ROOT,VERB,False,True,False,False,['doy'],1.0
1000,2,72,vuelta,2,vuelta,,NOUN,obj,NOUN,False,True,False,False,"['vuel', 'ta']",2.0
1001,3,72,y,3,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1002,4,72,veo,4,ver,,VERB,conj,VERB,False,True,False,False,['veo'],1.0
1003,5,72,llegar,5,llegar,,VERB,xcomp,VERB,False,True,False,False,"['lle', 'gar']",2.0
1005,7,72,por,7,por,,ADP,case,ADP,True,True,False,False,['por'],1.0
1006,8,72,detrás,8,detrás,,ADV,fixed,ADV,True,True,False,False,"['de', 'trás']",2.0
1007,9,72,del,9,del,,ADP,fixed,ADP,True,True,False,False,['del'],1.0
1008,10,72,estadio,10,estadio,,NOUN,obl,NOUN,False,True,False,False,"['es', 'ta', 'dio']",3.0
1010,12,72,una,12,uno,,DET,det,DET,True,True,False,False,['una'],1.0
1011,13,72,ambulancia,13,ambulancia,,NOUN,obj,NOUN,False,True,False,False,"['am', 'bu', 'lan', 'cia']",4.0
1013,15,72,a,15,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
1014,16,72,toda,16,todo,,DET,det,DET,True,True,False,False,"['to', 'da']",2.0
1015,17,72,velocidad,17,velocidad,,NOUN,obl,NOUN,False,True,False,False,"['ve', 'lo', 'ci', 'dad']",4.0
1017,0,73,Me,0,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
1018,1,73,acerco,1,acerco,,ADJ,ROOT,ADJ,False,True,False,False,"['acer', 'co']",2.0
1020,3,73,entonces,3,entonces,,ADV,advmod,ADV,True,True,False,False,"['en', 'ton', 'ces']",3.0
1022,5,73,a,5,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
1023,6,73,riesgo,6,riesgo,,NOUN,fixed,NOUN,False,True,False,False,"['ries', 'go']",2.0
1024,7,73,de,7,de,,ADP,fixed,ADP,True,True,False,False,['de'],1.0
1025,8,73,que,8,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
1026,9,73,me,9,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
1027,10,73,consideraran,10,considerarir,,VERB,advcl,VERB,False,True,False,False,"['con', 'si', 'de', 'ra', 'ran']",5.0
1028,11,73,un,11,uno,,DET,det,DET,True,True,False,False,['un'],1.0
1029,12,73,entrometido,12,entrometido,,NOUN,obj,NOUN,False,True,False,False,"['en', 'tro', 'me', 'ti', 'do']",5.0
1031,0,74,Según,0,según,PER,ADP,case,ADP,True,True,False,False,"['se', 'gún']",2.0
1032,1,74,el,1,el,,DET,det,DET,True,True,False,False,['el'],1.0
1033,2,74,médico,2,médico,,NOUN,obl,NOUN,False,True,False,False,"['mé', 'di', 'co']",3.0
1035,4,74,había,4,haber,PER,AUX,ROOT,AUX,True,True,False,False,"['ha', 'bía']",2.0
1036,5,74,que,5,que,,SCONJ,cc,SCONJ,True,True,False,False,['que'],1.0
1037,6,74,encerrarlo,6,encerrar él,,VERB,conj,VERB,False,True,False,False,"['en', 'ce', 'rrar', 'lo']",4.0
1038,7,74,de,7,de,,ADP,advmod,ADP,True,True,False,False,['de'],1.0
1039,8,74,inmediato,8,inmediato,,NOUN,fixed,NOUN,False,True,False,False,"['in', 'me', 'dia', 'to']",4.0
1040,9,74,porque,9,porque,,SCONJ,mark,SCONJ,True,True,False,False,"['por', 'que']",2.0
1041,10,74,era,10,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
1042,11,74,muy,11,mucho,,ADV,advmod,ADV,True,True,False,False,['muy'],1.0
1043,12,74,peligroso,12,peligroso,,ADJ,advcl,ADJ,False,True,False,False,"['pe', 'li', 'gro', 'so']",4.0
1045,0,75,Daban,0,Daban,,PROPN,ROOT,PROPN,False,True,False,False,"['da', 'ban']",2.0
1046,1,75,lástima,1,lástima,,PROPN,flat,PROPN,False,True,False,False,"['lás', 'ti', 'ma']",3.0
1048,3,75,ahí,3,ahí,,ADV,advmod,ADV,True,True,False,False,['ahí'],1.0
1049,4,75,encerrados,4,encerrado,,ADJ,advcl,ADJ,False,True,False,False,"['en', 'ce', 'rra', 'dos']",4.0
1050,5,75,esperando,5,esperar,,VERB,ccomp,VERB,False,True,False,False,"['es', 'pe', 'ran', 'do']",4.0
1051,6,75,que,6,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
1052,7,75,alguien,7,alguien,,PRON,nsubj,PRON,False,True,False,False,"['al', 'guien']",2.0
1053,8,75,viniera,8,venir,,VERB,ccomp,VERB,False,True,False,False,"['vi', 'nie', 'ra']",3.0
1054,9,75,a,9,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
1055,10,75,buscarlos,10,buscarlo,,NOUN,obj,NOUN,False,True,False,False,"['bus', 'car', 'los']",3.0
1057,0,76,Nos,0,yo,,PRON,iobj,PRON,True,True,False,False,['nos'],1.0
1058,1,76,lo,1,él,,PRON,obj,PRON,True,True,False,False,['lo'],1.0
1059,2,76,entregaron,2,entregar,,VERB,ROOT,VERB,False,True,False,False,"['en', 'tre', 'ga', 'ron']",4.0
1060,3,76,en,3,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
1061,4,76,una,4,uno,,DET,det,DET,True,True,False,False,['una'],1.0
1062,5,76,caja,5,caja,,NOUN,obl,NOUN,False,True,False,False,"['ca', 'ja']",2.0
1063,6,76,de,6,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
1064,7,76,cartón,7,cartón,,NOUN,nmod,NOUN,False,True,False,False,"['car', 'tón']",2.0
1065,8,76,a,8,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
1066,9,76,la,9,el,,DET,det,DET,True,True,False,False,['la'],1.0
1067,10,76,que,10,que,,PRON,obj,PRON,True,True,False,False,['que'],1.0
1068,11,76,sólo,11,sólo,,ADV,advmod,ADV,True,True,False,False,"['só', 'lo']",2.0
1069,12,76,le,12,él,,PRON,obj,PRON,True,True,False,False,['le'],1.0
1070,13,76,faltaba,13,faltar,,VERB,acl,VERB,False,True,False,False,"['fal', 'ta', 'ba']",3.0
1071,14,76,el,14,el,,DET,det,DET,True,True,False,False,['el'],1.0
1072,15,76,moño,15,moño,,NOUN,nsubj,NOUN,False,True,False,False,"['mo', 'ño']",2.0
1074,0,77,Yo,0,yo,,PRON,nsubj,PRON,True,True,False,False,['yo'],1.0
1075,1,77,no,1,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
1076,2,77,hablaba,2,hablar,,VERB,ROOT,VERB,False,True,False,False,"['ha', 'bla', 'ba']",3.0
1077,3,77,con,3,con,,ADP,case,ADP,True,True,False,False,['con'],1.0
1078,4,77,él,4,él,,PRON,obj,PRON,True,True,False,False,['él'],1.0
1079,5,77,como,5,como,,SCONJ,mark,SCONJ,True,True,False,False,"['co', 'mo']",2.0
1080,6,77,hacían,6,hacer,,VERB,advcl,VERB,False,True,False,False,"['ha', 'cían']",2.0
1081,7,77,los,7,el,,DET,det,DET,True,True,False,False,['los'],1.0
1082,8,77,otros,8,otro,,DET,det,DET,True,True,False,False,['otros'],1.0
1083,9,77,chicos,9,chico,,NOUN,obj,NOUN,False,True,False,False,"['chi', 'cos']",2.0
1085,11,77,o,11,o,,CCONJ,cc,CCONJ,False,True,False,False,['o'],1.0
1086,12,77,como,12,como,,SCONJ,mark,SCONJ,True,True,False,False,"['co', 'mo']",2.0
1087,13,77,mi,13,mi,,DET,det,DET,True,True,False,False,['mi'],1.0
1088,14,77,papá,14,papá,,NOUN,conj,NOUN,False,True,False,False,"['pa', 'pá']",2.0
1089,15,77,y,15,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1090,16,77,mi,16,mi,,DET,det,DET,True,True,False,False,['mi'],1.0
1091,17,77,mamá,17,mamá,,NOUN,conj,NOUN,False,True,False,False,"['ma', 'má']",2.0
1093,0,78,Los,0,el,,DET,det,DET,True,True,False,False,['los'],1.0
1094,1,78,gatos,1,gato,,NOUN,nsubj,NOUN,False,True,False,False,"['ga', 'tos']",2.0
1095,2,78,tienen,2,tener,,VERB,ROOT,VERB,True,True,False,False,"['tie', 'nen']",2.0
1096,3,78,un,3,uno,,DET,det,DET,True,True,False,False,['un'],1.0
1097,4,78,lenguaje,4,lenguaje,,NOUN,obj,NOUN,False,True,False,False,"['len', 'gua', 'je']",3.0
1098,5,78,que,5,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
1099,6,78,no,6,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
1100,7,78,comprenden,7,comprender,,VERB,acl,VERB,False,True,False,False,"['com', 'pren', 'den']",3.0
1101,8,78,quienes,8,quien,,PRON,nsubj,PRON,True,True,False,False,"['quie', 'nes']",2.0
1102,9,78,no,9,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
1103,10,78,aceptan,10,aceptar,,VERB,ccomp,VERB,False,True,False,False,"['acep', 'tan']",2.0
1104,11,78,el,11,el,,DET,det,DET,True,True,False,False,['el'],1.0
1105,12,78,misterio,12,misterio,,NOUN,obj,NOUN,False,True,False,False,"['mis', 'te', 'rio']",3.0
1107,0,79,Mis,0,mi,,DET,det,DET,True,True,False,False,['mis'],1.0
1108,1,79,amigos,1,amigo,,NOUN,nsubj,NOUN,False,True,False,False,"['ami', 'gos']",2.0
1109,2,79,del,2,del,,ADP,case,ADP,True,True,False,False,['del'],1.0
1110,3,79,colegio,3,colegio,,NOUN,nmod,NOUN,False,True,False,False,"['co', 'le', 'gio']",3.0
1111,4,79,no,4,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
1112,5,79,sabían,5,saber,,VERB,ROOT,VERB,False,True,False,False,"['sa', 'bían']",2.0
1113,6,79,nada,6,nada,,PRON,obj,PRON,True,True,False,False,"['na', 'da']",2.0
1114,7,79,de,7,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
1115,8,79,la,8,el,,DET,det,DET,True,True,False,False,['la'],1.0
1116,9,79,ciudad,9,ciudad,,NOUN,nmod,NOUN,False,True,False,False,"['ciu', 'dad']",2.0
1117,10,79,en,10,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
1118,11,79,la,11,el,,DET,det,DET,True,True,False,False,['la'],1.0
1119,12,79,que,12,que,,PRON,obl,PRON,True,True,False,False,['que'],1.0
1120,13,79,yo,13,yo,,PRON,nsubj,PRON,True,True,False,False,['yo'],1.0
1121,14,79,había,14,haber,,AUX,aux,AUX,True,True,False,False,"['ha', 'bía']",2.0
1122,15,79,nacido,15,nacer,,VERB,acl,VERB,False,True,False,False,"['na', 'ci', 'do']",3.0
1124,0,80,Por,0,por,,ADP,advmod,ADP,True,True,False,False,['por'],1.0
1125,1,80,supuesto,1,supuesto,,NOUN,fixed,NOUN,True,True,False,False,"['su', 'pues', 'to']",3.0
1126,2,80,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
1127,3,80,me,3,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
1128,4,80,encantaba,4,encantar,,VERB,ROOT,VERB,False,True,False,False,"['en', 'can', 'ta', 'ba']",4.0
1129,5,80,la,5,el,,DET,det,DET,True,True,False,False,['la'],1.0
1130,6,80,idea,6,idea,,NOUN,nsubj,NOUN,False,True,False,False,['idea'],1.0
1131,7,80,de,7,de,,ADP,mark,ADP,True,True,False,False,['de'],1.0
1132,8,80,poder,8,poder,,AUX,aux,AUX,True,True,False,False,"['po', 'der']",2.0
1133,9,80,volver,9,volver,,VERB,acl,VERB,False,True,False,False,"['vol', 'ver']",2.0
1134,10,80,a,10,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
1135,11,80,verla,11,ver él,,VERB,xcomp,VERB,False,True,False,False,"['ver', 'la']",2.0
1136,12,80,y,12,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1137,13,80,jugar,13,jugar,,VERB,conj,VERB,False,True,False,False,"['ju', 'gar']",2.0
1138,14,80,con,14,con,,ADP,case,ADP,True,True,False,False,['con'],1.0
1139,15,80,ella,15,él,,PRON,obl,PRON,True,True,False,False,['ella'],1.0
1141,0,81,Pero,0,pero,,CCONJ,advmod,CCONJ,True,True,False,False,"['pe', 'ro']",2.0
1142,1,81,era,1,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
1143,2,81,el,2,el,,DET,ROOT,DET,True,True,False,False,['el'],1.0
1144,3,81,mío,3,mío,,DET,punct,DET,True,True,False,False,['mío'],1.0
1145,4,81,y,4,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1146,5,81,ahora,5,ahora,,ADV,advmod,ADV,True,True,False,False,"['aho', 'ra']",2.0
1147,6,81,podíamos,6,poder,,AUX,aux,AUX,False,True,False,False,"['po', 'día', 'mos']",3.0
1148,7,81,volver,7,volver,,VERB,conj,VERB,False,True,False,False,"['vol', 'ver']",2.0
1149,8,81,y,8,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1150,9,81,mi,9,mi,,DET,det,DET,True,True,False,False,['mi'],1.0
1151,10,81,curiosidad,10,curiosidad,,NOUN,nsubj,NOUN,False,True,False,False,"['cu', 'rio', 'si', 'dad']",4.0
1152,11,81,se,11,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0
1153,12,81,había,12,haber,,AUX,aux,AUX,True,True,False,False,"['ha', 'bía']",2.0
1154,13,81,despertado,13,despertar,,VERB,conj,VERB,False,True,False,False,"['des', 'per', 'ta', 'do']",4.0
1156,0,82,Puedo,0,poder,,VERB,ROOT,VERB,True,True,False,False,"['pue', 'do']",2.0
1157,1,82,mostrarte,1,mostrartir,,VERB,flat,VERB,False,True,False,False,"['mos', 'trar', 'te']",3.0
1158,2,82,el,2,el,,DET,det,DET,True,True,False,False,['el'],1.0
1159,3,82,mundo,3,mundo,,NOUN,nsubj,NOUN,False,True,False,False,"['mun', 'do']",2.0
1160,4,82,entero,4,entero,,ADJ,amod,ADJ,False,True,False,False,"['en', 'te', 'ro']",3.0
1161,5,82,si,5,si,,SCONJ,mark,SCONJ,True,True,False,False,['si'],1.0
1162,6,82,te,6,tú,,PRON,iobj,PRON,True,True,False,False,['te'],1.0
1163,7,82,animas,7,animar,,VERB,advcl,VERB,False,True,False,False,"['ani', 'mas']",2.0
1164,8,82,a,8,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
1165,9,82,subir,9,subir,,VERB,xcomp,VERB,False,True,False,False,"['su', 'bir']",2.0
1166,10,82,conmigo,10,yo,,PRON,nsubj,PRON,True,True,False,False,"['con', 'mi', 'go']",3.0
1167,11,82,alto,11,alto,,ADJ,amod,ADJ,False,True,False,False,"['al', 'to']",2.0
1169,13,82,muy,13,mucho,,ADV,advmod,ADV,True,True,False,False,['muy'],1.0
1170,14,82,alto,14,alto,,ADJ,amod,ADJ,False,True,False,False,"['al', 'to']",2.0
1172,0,83,Eran,0,ser,,AUX,cop,AUX,True,True,False,False,['eran'],1.0
1173,1,83,perros,1,perro,,NOUN,ROOT,NOUN,False,True,False,False,"['pe', 'rros']",2.0
1174,2,83,amaestrados,2,amaestrado,,ADJ,amod,ADJ,False,True,False,False,"['ama', 'es', 'tra', 'dos']",4.0
1176,4,83,como,4,como,,SCONJ,mark,SCONJ,True,True,False,False,"['co', 'mo']",2.0
1177,5,83,esos,5,ese,,PRON,advcl,PRON,True,True,False,False,['esos'],1.0
1178,6,83,que,6,que,,PRON,obj,PRON,True,True,False,False,['que'],1.0
1179,7,83,tiene,7,tener,,VERB,acl,VERB,True,True,False,False,"['tie', 'ne']",2.0
1180,8,83,la,8,el,,DET,det,DET,True,True,False,False,['la'],1.0
1181,9,83,policía,9,policía,,NOUN,nsubj,NOUN,False,True,False,False,"['po', 'li', 'cía']",3.0
1183,0,84,Cuando,0,cuando,,SCONJ,mark,SCONJ,True,True,False,False,"['cuan', 'do']",2.0
1184,1,84,saltó,1,saltar,,VERB,advcl,VERB,False,True,False,False,"['sal', 'tó']",2.0
1185,2,84,tenía,2,tener,,VERB,ROOT,VERB,True,True,False,False,"['te', 'nía']",2.0
1186,3,84,la,3,el,,DET,det,DET,True,True,False,False,['la'],1.0
1187,4,84,boca,4,boca,,NOUN,obj,NOUN,False,True,False,False,"['bo', 'ca']",2.0
1188,5,84,muy,5,mucho,,ADV,advmod,ADV,True,True,False,False,['muy'],1.0
1189,6,84,abierta,6,abierto,,ADJ,amod,ADJ,False,True,False,False,"['abier', 'ta']",2.0
1190,7,84,y,7,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1191,8,84,le,8,él,,PRON,obj,PRON,True,True,False,False,['le'],1.0
1192,9,84,corría,9,correr,,VERB,conj,VERB,False,True,False,False,"['co', 'rría']",2.0
1193,10,84,la,10,el,,DET,det,DET,True,True,False,False,['la'],1.0
1194,11,84,baba,11,bar,,VERB,obj,VERB,False,True,False,False,"['ba', 'ba']",2.0
1195,12,84,entre,12,entre,,ADP,case,ADP,True,True,False,False,"['en', 'tre']",2.0
1196,13,84,los,13,el,,DET,det,DET,True,True,False,False,['los'],1.0
1197,14,84,colmillos,14,colmillo,,NOUN,obl,NOUN,False,True,False,False,"['col', 'mi', 'llos']",3.0
1199,0,85,Hacía,0,hacer,MISC,VERB,ROOT,VERB,False,True,False,False,"['ha', 'cía']",2.0
1200,1,85,frío,1,frío,MISC,NOUN,obj,NOUN,False,True,False,False,['frío'],1.0
1201,2,85,y,2,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1202,3,85,nevaba,3,nevar,,VERB,conj,VERB,False,True,False,False,"['ne', 'va', 'ba']",3.0
1204,5,85,lo,5,él,,PRON,det,PRON,True,True,False,False,['lo'],1.0
1205,6,85,que,6,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
1206,7,85,me,7,yo,,PRON,iobj,PRON,True,True,False,False,['me'],1.0
1207,8,85,hizo,8,hacer,,VERB,ccomp,VERB,True,True,False,False,"['hi', 'zo']",2.0
1208,9,85,temer,9,temer,,VERB,xcomp,VERB,False,True,False,False,"['te', 'mer']",2.0
1209,10,85,que,10,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
1210,11,85,no,11,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
1211,12,85,pudiéramos,12,pudiérar,,VERB,ccomp,VERB,False,True,False,False,"['pu', 'dié', 'ra', 'mos']",4.0
1212,13,85,salir,13,salir,,VERB,xcomp,VERB,False,True,False,False,['salir'],1.0
1213,14,85,de,14,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
1214,15,85,casa,15,casa,,NOUN,obl,NOUN,False,True,False,False,"['ca', 'sa']",2.0
1216,0,86,En,0,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
1217,1,86,París,1,París,LOC,PROPN,obl,PROPN,False,True,False,False,"['pa', 'rís']",2.0
1219,3,86,el,3,el,,DET,det,DET,True,True,False,False,['el'],1.0
1220,4,86,invierno,4,invierno,,NOUN,nsubj,NOUN,False,True,False,False,"['in', 'vierno']",2.0
1221,5,86,es,5,ser,,AUX,cop,AUX,True,True,False,False,['es'],1.0
1222,6,86,riguroso,6,riguroso,,ADJ,ROOT,ADJ,False,True,False,False,"['ri', 'gu', 'ro', 'so']",4.0
1223,7,86,y,7,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1224,8,86,a,8,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
1225,9,86,las,9,el,,DET,det,DET,True,True,False,False,['las'],1.0
1226,10,86,cuatro,10,cuatro,,NUM,conj,NUM,True,True,False,False,"['cua', 'tro']",2.0
1227,11,86,de,11,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
1228,12,86,la,12,el,,DET,det,DET,True,True,False,False,['la'],1.0
1229,13,86,tarde,13,tarde,,NOUN,nmod,NOUN,True,True,False,False,"['tar', 'de']",2.0
1230,14,86,ya,14,ya,,ADV,advmod,ADV,True,True,False,False,['ya'],1.0
1231,15,86,está,15,estar,,AUX,cop,AUX,True,True,False,False,"['es', 'tá']",2.0
1232,16,86,oscuro,16,oscuro,,ADJ,advcl,ADJ,False,True,False,False,"['os', 'cu', 'ro']",3.0
1234,0,87,Para,0,para,,ADP,case,ADP,True,True,False,False,"['pa', 'ra']",2.0
1235,1,87,mí,1,yo,PER,PRON,obl,PRON,True,True,False,False,['mí'],1.0
1236,2,87,era,2,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
1237,3,87,un,3,uno,,DET,det,DET,True,True,False,False,['un'],1.0
1238,4,87,mundo,4,mundo,,NOUN,ROOT,NOUN,False,True,False,False,"['mun', 'do']",2.0
1239,5,87,fascinante,5,fascinante,,ADJ,amod,ADJ,False,True,False,False,"['fas', 'ci', 'nan', 'te']",4.0
1240,6,87,y,6,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1241,7,87,desconocido,7,desconocido,,ADJ,conj,ADJ,False,True,False,False,"['des', 'co', 'no', 'ci', 'do']",5.0
1243,9,87,el,9,el,,DET,det,DET,True,True,False,False,['el'],1.0
1244,10,87,reino,10,reino,,NOUN,nsubj,NOUN,False,True,False,False,['reino'],1.0
1245,11,87,de,11,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
1246,12,87,las,12,el,,DET,det,DET,True,True,False,False,['las'],1.0
1247,13,87,alturas,13,altura,,NOUN,nmod,NOUN,False,True,False,False,"['al', 'tu', 'ras']",3.0
1249,0,88,Miré,0,mire ,,VERB,ROOT,VERB,False,True,False,False,"['mi', 'ré']",2.0
1250,1,88,los,1,el,,DET,det,DET,True,True,False,False,['los'],1.0
1251,2,88,contornos,2,contorno,,NOUN,nsubj,NOUN,False,True,False,False,"['con', 'tor', 'nos']",3.0
1252,3,88,de,3,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
1253,4,88,los,4,el,,DET,det,DET,True,True,False,False,['los'],1.0
1254,5,88,edificios,5,edificio,,NOUN,nmod,NOUN,False,True,False,False,"['edi', 'fi', 'cios']",3.0
1255,6,88,y,6,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
1256,7,88,las,7,el,,DET,det,DET,True,True,False,False,['las'],1.0
1257,8,88,pesadas,8,pesado,,ADJ,amod,ADJ,False,True,False,False,"['pe', 'sa', 'das']",3.0
1258,9,88,sombras,9,sombra,,NOUN,conj,NOUN,False,True,False,False,"['som', 'bras']",2.0
1259,10,88,de,10,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
1260,11,88,la,11,el,,DET,det,DET,True,True,False,False,['la'],1.0
1261,12,88,tormenta,12,tormenta,,NOUN,nmod,NOUN,False,True,False,False,"['tor', 'men', 'ta']",3.0
1263,0,89,Se,0,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0
1264,1,89,hizo,1,hacer,,VERB,ROOT,VERB,True,True,False,False,"['hi', 'zo']",2.0
1265,2,89,primero,2,primero,,ADV,advmod,ADV,True,True,False,False,"['pri', 'me', 'ro']",3.0
1266,3,89,una,3,uno,,DET,det,DET,True,True,False,False,['una'],1.0
1267,4,89,inmensa,4,inmenso,,ADJ,amod,ADJ,False,True,False,False,"['in', 'men', 'sa']",3.0
1268,5,89,luz,5,luz,,NOUN,nsubj,NOUN,False,True,False,False,['luz'],1.0
1269,6,89,blanca,6,blanco,,ADJ,amod,ADJ,False,True,False,False,"['blan', 'ca']",2.0
1270,7,89,que,7,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
1271,8,89,me,8,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
1272,9,89,encegueció,9,encegueceír,,VERB,acl,VERB,False,True,False,False,"['en', 'ce', 'gue', 'ció']",4.0
1273,10,89,por,10,por,,ADP,case,ADP,True,True,False,False,['por'],1.0
1274,11,89,un,11,uno,,DET,det,DET,True,True,False,False,['un'],1.0
1275,12,89,instante,12,instante,,NOUN,obl,NOUN,False,True,False,False,"['ins', 'tan', 'te']",3.0
1277,0,90,Andrée,0,Andrée,LOC,PROPN,obl,PROPN,False,True,False,False,"['an', 'drée']",2.0
1279,2,90,yo,2,yo,,PRON,nsubj,PRON,True,True,False,False,['yo'],1.0
1280,3,90,no,3,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
1281,4,90,quería,4,querer,,VERB,ROOT,VERB,False,True,False,False,"['que', 'ría']",2.0
1282,5,90,venirme,5,venir yo,,VERB,xcomp,VERB,False,True,False,False,"['ve', 'nir', 'me']",3.0
1283,6,90,a,6,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
1284,7,90,vivir,7,vivir,,VERB,xcomp,VERB,False,True,False,False,"['vi', 'vir']",2.0
1285,8,90,a,8,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
1286,9,90,su,9,su,,DET,det,DET,True,True,False,False,['su'],1.0
1287,10,90,departamento,10,departamento,,NOUN,obl,NOUN,False,True,False,False,"['de', 'par', 'ta', 'men', 'to']",5.0
1288,11,90,de,11,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
1289,12,90,la,12,el,,DET,det,DET,True,True,False,False,['la'],1.0
1290,13,90,calle,13,calle,,NOUN,nmod,NOUN,False,True,False,False,"['ca', 'lle']",2.0
1291,14,90,Suipacha,14,Suipacha,MISC,PROPN,appos,PROPN,False,True,False,False,"['sui', 'pa', 'cha']",3.0
